WKT,nama,deskripsi
"POLYGON ((106.816131 -6.3051988, 106.8163455 -6.305668, 106.816603 -6.3063931, 106.8168605 -6.306905, 106.8164314 -6.3078434, 106.815616 -6.3084832, 106.8157447 -6.3092084, 106.8158735 -6.3101895, 106.8163885 -6.310744, 106.8173755 -6.310744, 106.8174613 -6.3117677, 106.8175043 -6.3130474, 106.8175043 -6.3139005, 106.8172038 -6.3147962, 106.8160451 -6.315436, 106.8167318 -6.3162038, 106.8177617 -6.3166304, 106.8190063 -6.316929, 106.8199933 -6.3174835, 106.8212808 -6.3176114, 106.8222679 -6.3176114, 106.8235124 -6.3176541, 106.8244565 -6.3177821, 106.825229 -6.3171422, 106.8252719 -6.3158199, 106.8255723 -6.3147536, 106.8258298 -6.3127914, 106.8261732 -6.3115544, 106.8269885 -6.3111705, 106.8269885 -6.3099335, 106.8271602 -6.3088245, 106.8271602 -6.3078008, 106.8264306 -6.3080993, 106.8259157 -6.3085259, 106.8251003 -6.3080993, 106.8248857 -6.3070756, 106.8247999 -6.3062225, 106.8239416 -6.3060945, 106.8231262 -6.3063078, 106.8220533 -6.3063078, 106.8211091 -6.3061372, 106.8204225 -6.3054974, 106.8193496 -6.3053267, 106.8184484 -6.3051561, 106.8173326 -6.3049855, 106.8166459 -6.3049855, 106.816131 -6.3051988))",Poligon 2(Kebun Binatang Ragunan),
