WKT,nama,deskripsi
"POLYGON ((106.7981683 -6.2143579, 106.7981683 -6.2149551, 106.7981898 -6.2160431, 106.7982112 -6.2167257, 106.7982327 -6.2175576, 106.7982541 -6.2181762, 106.7982756 -6.2186882, 106.7981898 -6.2192428, 106.7981683 -6.2200747, 106.7983185 -6.2208853, 106.7990052 -6.2213546, 106.8000137 -6.2217599, 106.8010651 -6.2222505, 106.8018805 -6.2228051, 106.802889 -6.2234877, 106.8034254 -6.2237437, 106.8040906 -6.224149, 106.8047558 -6.2247249, 106.8055498 -6.2244049, 106.8063651 -6.223829, 106.8070303 -6.223381, 106.8076741 -6.2229758, 106.8082749 -6.2224851, 106.8090903 -6.2221652, 106.8088328 -6.2214186, 106.8085538 -6.2203733, 106.8086182 -6.2197334, 106.8087684 -6.2187522, 106.8087684 -6.2178989, 106.8086397 -6.2171096, 106.8085753 -6.2162137, 106.8085109 -6.2156164, 106.8079316 -6.2155738, 106.807202 -6.2154884, 106.8064724 -6.2153818, 106.8063651 -6.2135899, 106.8063437 -6.213014, 106.8057858 -6.2128007, 106.804906 -6.2130353, 106.8043052 -6.2131633, 106.8032967 -6.213206, 106.8026315 -6.2134619, 106.801859 -6.2136326, 106.8011938 -6.2137606, 106.8004214 -6.2139312, 106.7997991 -6.2141019, 106.7990481 -6.2143152, 106.798576 -6.2143792, 106.7981683 -6.2143579))",Poligon 1(Gelora Bung Karno) ,
