WKT,nama,deskripsi
"POLYGON ((106.8230828 -6.1721497, 106.8229969 -6.1747097, 106.8229969 -6.1761604, 106.8229969 -6.178635, 106.8232544 -6.1805977, 106.8263443 -6.180683, 106.8290051 -6.180427, 106.8317517 -6.1803417, 106.83055 -6.1785497, 106.8301209 -6.1760751, 106.830035 -6.1733444, 106.8296917 -6.1711258, 106.8276318 -6.1714671, 106.8257435 -6.1714671, 106.8230828 -6.1721497))",Poligon 1(Monas),
