WKT,nama,deskripsi
"POLYGON ((106.850643 -6.2337227, 106.8508575 -6.2345759, 106.8515871 -6.2349172, 106.85266 -6.2358558, 106.8525312 -6.2373489, 106.8519733 -6.2389274, 106.8516729 -6.2401645, 106.852145 -6.2409324, 106.8528746 -6.2423402, 106.8538616 -6.2420843, 106.8534754 -6.2412737, 106.8529175 -6.2393966, 106.8535183 -6.2382874, 106.8537329 -6.2367516, 106.8535183 -6.2351732, 106.8532179 -6.2344053, 106.8528317 -6.2330828, 106.8517159 -6.2333387, 106.850643 -6.2337227))",Poligon 4(	Tebet Echo Park )
,
